id,likes,date,views,post_text
2061401,39695,2017-10-16 14:06:47,4971844,"Cегодня Мещанский суд Москвы оштрафовал Telegram Messenger LLP на 800 тысяч рублей за непредоставление в ФСБ доступа к переписке (“ключей дешифровки”) пользователей Telegram.   Помимо того, что требования ФСБ нереализуемы технически, они противоречат 23 статье Конституции РФ: ""Каждый имеет право на тайну переписки, телефонных переговоров, почтовых, телеграфных и иных сообщений.""  Конституция – основной закон России, который имеет прямое действие и стоит выше других уточняющих ее законов.  Стремление ФСБ получить доступ к личной переписке является попыткой расширить свое влияние за счет конституционного права граждан. Сегодняшнее решение Мещанского суда может быть обжаловано до тех пор, пока иск ФСБ не будет рассмотрен судьей, знакомым с основным законом России – ее Конституцией.  Юристов, которые хотели бы этим заняться, просим связаться с нами по адресу info@telegram.org. В течение пары дней выберем команду, которая имеет максимальный опыт в такого рода делах."
2048795,32252,2017-10-10 23:59:10,4215731,"Спасибо всем, кто поздравил с 33-летием. Во времена управления ВКонтакте я любил масштабно отметить 10 октября, так как этот день был еще и годовщиной основания компании.  После ухода из ВК большого повода собирать гостей уже нет, поэтому последние пару лет я ухожу от классического празднования дня рождения, фокусируясь на рабочих процессах.   Так было в прошлом году, когда мы с разработчиками уединились в бывшем мужском монастыре для продуктового марш-броска. Схожим образом вышло и в этом году. Cегодня мы запускали обновление Telegram – версию 4.4 с трансляцией геопозиции в реальном времени, новым музыкальным плеером и поддержкой нескольких новых языков.  В частности, интерфейс Telegram теперь доступен на русском и украинском. Это стало возможным благодаря нашей новой платформе translations.telegram.org, которая позволяет всем желающим совместно работать над переводом интерфейса Telegram на другие языки – и моментально применять изменения.  Таким образом, сегодня родился “русский” (а также украинский, французский, индонезийский и малайский) Telegram. Через год уже будет, что отметить."
2040762,115504,2017-10-10 02:00:10,9160579,"7 вещей, от которых я отказался много лет назад, – и от которых рекомендую отказаться всем, кто занимается созиданием:  1) Алкоголь. 2) Мясо животных. 3) Таблетки и любые продукты фармацевтики. 4) Никотин и другие наркотические вещества. 5) Кофе, черный и зеленый чай, энергетики. 6) Фаст-фуд, сахар, газированные напитки. 7) Телевидение и его аналоги.  Когда-нибудь я подробно опишу причины отказа от каждого из этих пунктов. Если коротко: все они вызывают привыкание и влияют на сознание.   Некоторые молодые люди чувствуют необходимость вести здоровый образ жизни, но ломаются под давлением социума. Им говорят: “Так принято”, “Иначе нельзя”, “Это неуважение”.  Я пишу это, чтобы показать: “так” можно. Если Вы ощущаете, что этот путь – правильный, игнорируйте Ваше окружение.   Общество, традиции которого построены на самоотравлении, не имеет будущего. Мы вполне можем строить нашу жизнь и наш мир на других ценностях – ценностях созидания, саморазвития и трудолюбия."
2037108,22892,2017-10-08 21:50:06,4623312,"Согласен с Юрием: русские технологии – лучшие. Жаль, что из-за непродуманных законов русское не всегда конвертируется в российское.   Пока на локальном уровне будут существовать ограничения и риски, бизнес будет уходить в те юрисдикции, где их нет. Надеюсь, когда-нибудь эти ограничения будут сняты, и Россия сможет занять в мире свое подобающее место – место глобального технологического лидера."
2020494,34091,2017-09-30 04:31:45,5862187,"Не заставил себя долго ждать пример ""неточного перевода"" моих сообщений российскими СМИ. Вчера в своем англоязычном канале я рассказал о том, что Telegram продолжит предоставлять сервис безопасного общения на проблемных рынках вроде России и Ирана, несмотря на давление регуляторов и угрозу блокировки (""we’ll continue providing secure messaging to users in these markets..."").   А в пятницу утром российские СМИ вышли с прямо противоположными заголовками: ""Дуров сообщил о готовности закрыть Telegram"", ""Дуров пригрозил закрыть Telegram в России"", ""Павел Дуров пригрозил оставить Россию без Telegram"" – и тому подобные примеры дезинформации.   Думаю, эта ситуация косвенно показывает, какие из русскоязычных СМИ заслуживают доверия, а какие стоит избегать. Отмечу некоторые издания, которые вышли с корректными заголовками: Meduza (""Дуров пообещал обеспечить пользователям в России и Иране защищенный доступ в Telegram""), Ведомости (""Дуров назвал бесперспективными угрозы властей России и Ирана""), ДП (""Дуров в ответ на претензии ФСБ пообещал защитить анонимность пользователей в России"").   Тщательно выбирайте источники новостей – интенсивность информационной войны будет только нарастать."
2017834,7267,2017-09-28 22:48:30,3176948,"Российские СМИ часто цитируют неточные переводы того, что я публикую в Твиттере и своем канале. Если Вы знаете английский и Вам интересно читать оригиналы моих постов, есть смысл подписаться на мой канал – http://t.me/durov"
2013203,27052,2017-09-27 00:50:22,4931944,"Сегодня Иран официально выбыл из числа стран, которые я могу посещать, – прокурор Тегерана завел там на меня уголовное дело. Телеграмом в Иране пользуется более 40 миллионов человек, и за все годы работы мы не заблокировали ни один политический канал и не выдали властям ни байта личных данных.   В России у Telegram уже около 10 миллионов пользователей, и страна, похоже, спешит присоединиться к Ирану в вопросе заведения дел на руководство Telegram. Из-за невыполнения антиконституционного закона Яровой ФСБ составляет на нас административные протоколы, которые, как считают юристы, неизбежно приводят к судебным процессам. Ниже – документы, которые в последние недели шлют из России в наш лондонский офис.  Отсутствие возможности изредка посещать Россию для меня более болезненно, чем невъезд в Иран, – прежде всего, из-за родителей. Но переживем – глобус большой."
2004359,8616,2017-09-22 11:36:58,3477311,"Последние дни российские СМИ обсуждают заявление нашего бывшего коллеги по ВКонтакте Антона Розенберга, который в течение нескольких месяцев боролся со спамом в компании-подрядчике Telegram — российском ООО “Телеграф” (этой компании до июля 2017 мы аутсорсили разбор спама).   Розенберг выступил с сюрреалистичной историей о том, как потерял работу из-за моего брата Николая, а ООО “Телеграф” требовал у него “100 миллионов” рублей. Главный участник конфликта, директор ООО “Телеграф” Александр Степанов сегодня представил “баттл по фактам”, опровергнув каждое из сделанных Розенбергом утверждений с помощью документов и хроники событий.   Вкратце: это не Телеграф требовал у Розенберга 100 миллионов рублей, а Розенберг у Телеграфа – 30 миллионов. И он не потерял работу из-за моего брата Николая, а напротив – получил ее, благодаря ему.   Общее описание: http://telegra.ph/Realnyj-Kot-Durova-09-21 Документы и детали: http://telegra.ph/Dokumenty-razoblachayushchie-zayavleniya-A-Rozenberga-09-21"
2000922,14950,2017-09-20 17:24:11,3168656,"По Telegram-каналам ходит скан моего паспорта Сент-Китс и Невис, который я получил весной 2013 года на фоне известных проблем в России.   Я не раз рассказывал про наличие у меня паспорта этого государства в интервью западным изданиям (Financial Times, Fortune и т.д.). С тех пор в графе “гражданство” в Википедии имею двойное “Russian, Kittitian”. Вещь удобная, так как позволяет путешествовать в ЕС и Великобритании без виз.   При этом в самом Сент-Китсе я никогда не был - паспорт можно получить, не покидая Европу. Поэтому когда итальянская Reppublica в 2014 году уточнила, правда ли, что я переехал на Сент-Китс, я ответил, что никогда там не был и не планирую бывать. Некоторые российские СМИ, не будучи в ладах с итальянским, тогда опубликовали новость о том, что “Дуров опроверг получения гражданства Сент-Китс”, что было некорректно.  Паспорт с тех пор уже обновил (на первом кончились страницы), так что распространение этого скана вреда не несет.  #заметки_из_жизни"
1977330,59606,2017-09-05 18:38:54,4072690,"Роскомнадзор предписал заблокировать ролик [club52418283|Немагии] об опасностях кредитного рабства, где [id230504964|Михаил] и [id70107957|Алексей] рассказывают о граничащих с мошенничеством методах работы одного из банков. Можно соглашаться или не соглашаться с манерой подачи блогеров, но их право выражать свое мнение священно.  Поэтому вдарим по запрету максимальным репостом ролика.   Заодно Ваш репост поможет кому-нибудь избежать кредитного ярма.   https://www.youtube.com/watch?v=Y3hNyPKuEUU"
1967550,8277,2017-08-29 16:42:32,2721974,"Небольшой конкурс для тех, кто хочет присоединиться к команде Telegram на позицию удаленного тестера / QA. Возраст или опыт значения не имеют, но понадобится знание английского языка.   Задача – найти и описать три бага в мобильных приложениях Telegram под iOS или Android, а также предложить три небольших, но полезных нововведения для мобильных приложений Telegram под iOS или Android. Эти три бага и три нововведения нужно снабдить скриншотами / макетами и описать на английском языке на одной странице в telegra.ph (t.me/telegraph). Ссылку на получившуюся страницу нужно отправить боту ContestBot (t.me/contestbot).  Прием работ завершится в полночь с 5 по 6 сентября. Денежных призов в этот раз не будет, чтобы отсечь нецелевую активность. Приз – возможность вместе работать над улучшением Telegram. С победителями свяжусь 8-ого сентября."
1964197,30215,2017-08-28 14:37:34,2772372,"Не совсем понимаю стремление российских чиновников ограничить покупку биткоинов. Впервые за 70 лет у мировой финансовой системы появился шанс выйти из-под гегемонии США, которые в свое время навязали всему миру свою национальную валюту в качестве резервной и с тех пор по сути собирают дань со всех стран, расплачиваясь по своим долгам бесконечно штампуемыми долларами и скупая на них активы по всему миру.   И вместо того, чтобы ухватиться за шанс сделать мир более сбалансированным и вместе с Японией и другими азиатскими странами признать статус новых цифровых валют, идущих на смену доллару, из российского правительства слышны голоса “давайте запретим и ограничим”. Создается впечатление, что это биткоин накладывает на Россию санкции.   http://www.rbc.ru/business/28/08/2017/59a3cd869a7947835e1300d1"
1936565,31371,2017-08-15 17:30:22,2706469,#PutinShirtlessChallenge https://www.instagram.com/p/BXyV-HiF-pR
1922952,19294,2017-08-09 23:12:57,2488583,
1885933,27477,2017-07-13 22:48:04,2846712,"В память об Антоне Носике я буду публиковать здесь выдержки из его последних интервью.  ""У [В. Путина] была совершенно четкая концепция интернета как места, где люди выпускают пар. Ради Бога! Нам интересно телевидение, нам интересно радио, интересно управление массами через прессу. А в интернете пусть творится все что угодно. Это Путин говорил лично мне. У него была такая концепция, и она просуществовала 13 лет.  Концепция изменилась под воздействием «арабской весны» и под влиянием советников, корыстно заинтересованных в поставке определенного рода аппаратуры для слежки за гражданами. Так сложилось представление о том, что интернет — это угроза, оттуда приходят «цветные революции», там оппозиция, «пятая колонна» и так далее.  С этого момента была дана отмашка: интернет в России ограничить. Благодаря всем этим ограничительным мерам в России на сегодня практически уничтожена IT-отрасль, обесценены ведущие российские интернет-холдинги. Молодые люди, мечтавшие попасть на работу в «Яндекс», сегодня просто отсылают резюме за границу. Происходит утечка мозгов, полная стагнация на IT-рынке, инвестиционная активность сегодня ниже плинтуса.""   Антон Носик, 2017"
1875450,58535,2017-07-09 15:45:17,3110570,"Внезапно умер один из основателей рунета Антон Носик, которому 4 июля исполнился 51 год. Антон до последних дней вставал на защиту интернета и здравого смысла в своих точных и ярких постах в ЖЖ (http://dolboeb.livejournal.com/3149444.html, http://dolboeb.livejournal.com/3164007.html, http://dolboeb.livejournal.com/3167688.html).  Последний раз Антон связывался со мной 4 июля, когда он отправил мне ссылку на очередной пост в защиту Telegram. Я ответил молчанием, в суматохе забыв поздравить Антона с днем рождения.   Антона будет не хватать. Он был одним из тех редких людей, кто ясно мыслил, ясно излагал, охотно делился своими знаниями и оставался оптимистом. Он всегда поддерживал меня и многих других, а мы часто забывали поддержать его в ответ.   К сожалению, мы уже не сможем вернуть Антону ту теплоту, которой он делился с нами. Но мы можем хранить память о нем и защищать те принципы, которые он защищал, и следовать его примеру – поддерживать друзей, делиться знаниями, сохранять оптимизм и здравомыслие.  Спасибо за все, Антон."
1860157,20025,2017-06-30 17:00:18,2558849,"Итак, Роскомнадзор удовлетворился отсылкой к открытым источникам с данными о нашей компании и зарегистрировал Telegram в реестре распространителей информации. Как декларируется, вопрос о блокировке Telegram на территории России в данный момент не стоит.   Однако радоваться все еще рано: противоречие между политикой конфиденциальности Telegram (“ни байта личных данных третьим лицам”) и рядом законов РФ о слежке не исчезло. Telegram работает на единых принципах по всему миру: даже в консервативном Иране, где заблокированы Facebook и Twitter и где у Telegram более 40 миллионов активных пользователей, правительство не получило от нас ни байта личных данных пользователей. Мы не будем делать исключений из наших принципов ради сохранения доли рынка в отдельных странах.   В этой связи призываю вас убедиться, что у вас установлена последняя версия Telegram (4.1). Сегодняшнее обновление, помимо удобного администрирования больших групп и каналов, делает Telegram еще более устойчивым к потенциальным блокировкам в будущем – как на территории России, так и в других странах."
1854483,23733,2017-06-28 15:50:19,2812154,"Глава Роскомнадзора открестился от желания получить доступ к личной переписке пользователей Telegram и заявил, что все, чего он ждет от нас для выполнения закона, – это предоставление информации о компании Telegram:  ""Никакой речи о том, что будет доступ к переписке пользователей, не идет. Вопрос только об одном – о пяти идентификаторах, которые мессенджер должен сообщить в Роскомнадзор, они официально будут внесены в реестр распространения информации. На этом точка"" (А. Жаров)  Регистрационные данные о компании-издателе Telegram – не секрет и доступны любому желающему в открытых источниках https://beta.companieshouse.gov.uk/company/OC391410 Электронный адрес abuse@telegram.org, куда наша команда принимает жалобы на контент, связанный с пропагандой терроризма, также публичен и известен Роскомнадзору.  Если на этом желания регулятора действительно ограничиваются, у меня нет возражений против использования этих данных для регистрации Telegram Messenger LLP в реестре организаторов распространения информации, однако мы не будем выполнять антиконституционный и нереализумый технически ""закон Яровой"" – равно как и другие законы, не совместимые с защитой частной жизни и политикой конфиденциальности Telegram.  Другими словами, давая согласие на внесение в реестр, мы исходим из соответствия истине заявления главы Роскомнадзора (""на этом точка"") и не берем на себя каких-либо дополнительных обязательств. В рамках работы с российским регулятором мы можем обещать только тот уровень сотрудничества, который демонстрируем во всех остальных странах, а именно – продолжать совместную работу по удалению публичных материалов, связанных с пропагандой терроризма, наркотиков, призывами к насилию и детской порнографией, а также продолжать работу по пресечению рассылок спама.  Не могу прогнозировать, как данное заявление повлияет на позицию регулятора, но уверен в одном: если Telegram действительно будет заблокирован на территории России, то это произойдет отнюдь не потому, что мы отказались предоставить данные о нашей компании."
1851814,16000,2017-06-27 22:32:30,2273044,"Российские СМИ периодически берут информацию из неофициальных русскоязычных каналов про Telegram и выдают их за обращение нашей команды.   В частности, cейчас СМИ активно цитируют РБК, которые пишут про некие ""два клика"" для обхода блокировки, ссылаясь на ""команду Telegram"". Не дайте себя обмануть – все официальные заявления про возможную блокировку или способы ее обхода будут публиковаться централизованно в блоге Telegram на сайте telegram.org.  У команды Telegram нет официальных (или неофициальных) русскоязычных каналов. Единственные обращения на русском языке, связанные с официальным Telegram, появляются здесь – на моей странице в ВК."
1844194,31263,2017-06-26 13:54:56,2631867,"Время появления информации о том, что почти три месяца назад Telegram якобы использовался при подготовке теракта, вызывает вопросы. Печально, если спецслужбы России эксплуатируют подобную трагедию как предлог для усиления своего влияния и контроля над населением.  К сожалению, средства коммуникации вроде Telegram или WhatsApp не могут стать небезопасными только для потенциальных террористов. Шифрование этих сервисов либо одинаково защищает всех пользователей, либо всех их ставит под удар. Отказ от оконечного шифрования в отдельно взятой стране сделает десятки миллионов людей беззащитными от атак хакеров и шантажа коррумпированных чиновников.  Более того, ослабление шифрования во всех мессенджерах приведет к подрыву национальной безопасности страны в целом, так как в этом случае иностранные спецслужбы неизбежно тоже получат доступ к переписке граждан России. При этом риск терактов не исчезнет – как показали события в Париже, для проведения теракта достаточно одноразовых телефонов и обычных CMC без всякого шифрования."
1840829,45885,2017-06-26 02:38:38,2911821,"Глава Роскомнадзора заявил, что Telegram должен выдать спецслужбам “ключи для дешифрации”, чтобы те могли читать переписку пользователей и ловить террористов. Это требование не только противоречит 23-й статье Конституции РФ о праве на тайну переписки, но и демонстрирует незнание того, как шифруется коммуникация в 2017 году.  В 2017 году обмен секретной информацией построен на оконечном шифровании, к которому у владельцев мессенджеров нет и не может быть “ключей для дешифрации”. Эти ключи хранятся только на устройствах самих пользователей. Хотя Telegram был пионером этой технологии, сегодня оконечное шифрование используют все популярные мессенджеры, включая WhatsApp, Viber, iMessage и даже Facebook Messenger.   Потенциальная блокировка Telegram никак не усложнит задачи террористов и наркодилеров – в их распоряжении останутся десятки других мессенджеров, построенных на оконечном шифровании (+VPN). Ни в одной стране мира не заблокированы все подобные мессенджеры или все сервисы VPN. Чтобы победить терроризм через блокировки, придется заблокировать интернет."
1835009,33126,2017-06-23 18:22:08,2536627,"Глава Роскомнадзора не смог пояснить, почему проводит кампанию по переводу данных российских граждан на сервера американских сервисов.   Вместо этого он со страниц Facebook обвинил Telegram в ""нейтральном отношении"" к терроризму. Эта позиция далека от реальности: только с начала этого месяца Telegram заблокировал более 5 тысяч публичных каналов и групп, связанных с пропагандой терроризма. Любой желающий может ознакомиться со статистикой ежедневных блокировок террористов в канале t.me/isiswatch   Telegram обрабатывает запросы на удаление террористических материалов со всего мира – и ни в одной стране Telegram не был заблокирован за несуществующую ""нейтральность"" в этом вопросе."
1832772,46244,2017-06-23 15:19:43,2963615,"Парадоксально, что на повестке дня в России нет блокировки контролируемых США Whatsapp или Facebook Messenger, но активно обсуждается блокировка нейтрального по отношению к России Telegram.   Как только Telegram блокируется, переписка российских чиновников, их общение с друзьями и родственниками и прочие чувствительные данные через WhatsApp/Viber перейдут в подконтрольные Америке облака Apple iCloud/Google Drive.   Какой в этом смысл с точки зрения национальной безопасности России? Со стороны выглядит как некий саботаж государственных интересов."
1808611,6541,2017-06-02 00:24:20,2411383,"Бюджет конкурса Instant View увеличен до $315,000 (то есть около 18 млн. рублей).   Минимальный размер выплаты одному участнику – $200.  Количество сайтов увеличено до 3000, так что хватит всем.  Торопитесь – более легкого способа заработать денег этим летом может и не представиться. Начать участие можно в любой момент, но до окончания конкурса осталось всего 17 дней.  Первоначальный анонс конкурса в ВК – https://vk.com/wall1_1790090 Обсуждение в ВК – https://vk.com/topic-55882680_35406586 Подробности – https://instantview.telegram.org/rules"
1790090,13783,2017-05-19 04:47:50,2666529,"С 19 мая до 18 июня 2017 года мы проводим конкурс Instant View с суммарным бюджетом $200,000 – или 11,5 млн руб. К участию приглашаются все, кто разбирается в HTML-верстке (либо готов быстро в ней разобраться) и знает английский язык (либо готов быстро в нем разобраться).   Instant View – отображение ссылок на статьи в сообщениях Telegram, которое не требует загрузки и имеет предсказуемый формат.   Задача – до 18 июня создать максимальное количество шаблонов для преобразования статей на сайтах изданий в формат Instant View, описанный по ссылке. За каждый корректный шаблон для издания из списка (отправленный первым) будет выплачено $100. Кроме того, участник, занявший первое место, дополнительно получит $10,000, а занявший второе место – $5,000. За каждый доклад об ошибке, найденной в шаблонах победителей, будет выплачено $2.  Так как русскоязычные разработчики всегда были лучшими, на них возлагаются особые надежды. Успехов!"
1725537,69533,2017-04-17 17:06:20,4306121,"Друзья в социальных сетях – явление из 2010 года. Все, кто нужен, давно в мессенджерах. Поддерживать устаревающие списки друзей в публичных сетях бессмысленно и долго. Читать чьи-то новости – засорение мозга.   Чтобы расчистить место для нового, нужно не бояться избавляться от старого багажа – устаревающих идей, представлений, связей, мест работы.   Говорят, что лучшее – враг хорошего. Но верно и то, что хорошее – враг лучшего. Единственная преграда на пути к лучшему – цепляться за то хорошее, что уже есть."
